;Deal Number;Completed date;Acquiror name;Target name;Target country code;Target US SIC code(s);Deal type
49.;246936;10.05.2004;BASF VENTURE CAPITAL GMBH;MICROEMISSIVE DISPLAYS LTD;GB;3571 / 3572 / 3575 / 3672 / 3674 / 3675 / 3676 / 3677 / 3678 / 3679;Minority stake unknown %
50.;201772;30.10.2003;BASF VENTURE CAPITAL GMBH;I-COMPONENTS CO., LTD;KR;2821 / 6799 / 8748;Minority stake unknown %
51.;454153;26.06.2006;BASF VENTURE CAPITAL GMBH;SDCMATERIALS INC.;US;8731;Minority stake unknown %
52.;1601296837;31.08.2011;BASF VENTURE CAPITAL GMBH;BASECLICK GMBH;DE;2869 / 8731;Minority stake unknown %
53.;196534;14.08.2003;BASF VENTURE CAPITAL GMBH;PROTEOSYS AG;DE;8731;Minority stake unknown %
54.;195153;28.07.2003;BASF VENTURE CAPITAL GMBH;HTE AKTIENGESELLSCHAFT;DE;8731 / 8734 / 8999;Minority stake unknown %
55.;1909135183;12.08.2014;BASF VENTURE CAPITAL GMBH;SMARTKEM LTD;GB;2893 / 3674 / 8731;Minority stake unknown %
56.;1909177086;09.12.2014;BASF VENTURE CAPITAL GMBH;SOLIDIA TECHNOLOGIES INC.;US;3272 / 3448 / 8731;Minority stake unknown %
57.;1909265149;28.07.2015;BASF VENTURE CAPITAL GMBH;SDCMATERIALS INC.;US;8731;Minority stake unknown %
58.;1943068141;06.11.2018;BASF VENTURE CAPITAL GMBH;SHANGHAI PRISMLAB ELECTRICAL TECHNOLOGY CO., LTD;CN;2759;Minority stake unknown %
