;Deal Number;Completed date;Acquiror name;Target name;Target country code;Target US SIC code(s);Deal type
173.;220796;14.02.2000;INTEL CAPITAL CORPORATION;CLEARCOMMERCE CORPORATION;US;7371 / 7372;Minority stake unknown %
174.;212524;04.04.2000;INTEL CAPITAL CORPORATION;MOAI TECHNOLOGIES INC.;US;7371;Minority stake unknown %
175.;1909637379;04.10.2017;INTEL CAPITAL CORPORATION;FOGHORN SYSTEMS INC.;US;7372 / 7374;Minority stake unknown %
176.;1909221798;15.04.2015;INTEL CAPITAL CORPORATION;SKYPORT SYSTEMS INC.;US;7373;Minority stake unknown %
177.;1909046876;;INTEL CAPITAL CORPORATION;BETAWORKS STUDIO LLC;US;6799;Minority stake unknown %
178.;1909020579;20.12.2013;INTEL CAPITAL CORPORATION;ALIENVAULT INC.;US;7374;Minority stake unknown %
179.;1601360659;11.04.2012;INTEL CAPITAL CORPORATION;VOXERNET LLC;US;7371 / 7374;Minority stake unknown %
180.;234555;06.02.2001;INTEL CAPITAL CORPORATION;RAINFINITY;US;7371;Minority stake unknown %
181.;1601261791;08.04.2011;INTEL CAPITAL CORPORATION;KNO INC.;US;7371 / 7374;Minority stake unknown %
182.;1941027831;03.01.2018;INTEL CAPITAL CORPORATION;RUBIKLOUD TECHNOLOGIES INC.;CA;7374;Minority stake unknown %
183.;1601373198;25.05.2012;INTEL CAPITAL CORPORATION;SECUREKEY TECHNOLOGIES INC.;CA;3575 / 7371 / 7372 / 7374;Minority stake unknown %
184.;1941098435;21.06.2018;INTEL CAPITAL CORPORATION;BOSSA NOVA ROBOTICS INC.;US;3559 / 7374;Minority stake unknown %
185.;1601486888;18.06.2013;INTEL CAPITAL CORPORATION;CARECLOUD CORPORATION;US;7374;Minority stake unknown %
186.;187425;14.03.2001;INTEL CAPITAL CORPORATION;K2 OPTRONICS INC.;US;3672 / 3674 / 3675 / 3676 / 3677 / 3678 / 3679;Minority stake unknown %
187.;76612;02.05.2001;INTEL CAPITAL CORPORATION;POWER X LTD;GB;3661 / 3674 / 8732 / 8733;Minority stake unknown %
188.;1601155564;31.12.2007;INTEL CAPITAL CORPORATION;STRATALIGHT COMMUNICATIONS INC.;US;3661 / 3663 / 3669;Minority stake unknown %
189.;288321;12.02.2001;INTEL CAPITAL CORPORATION;EMBRACE NETWORKS;US;7371 / 7373;Minority stake unknown %
190.;1941019090;19.12.2017;INTEL CAPITAL CORPORATION;MAANA INC.;US;7374;Minority stake unknown %
191.;218071;11.12.2000;INTEL CAPITAL CORPORATION;TONIC SOFTWARE INC.;US;7371 / 7372;Minority stake unknown %
192.;119445;22.01.2002;INTEL CAPITAL CORPORATION;MONTAVISTA SOFTWARE LLC;US;7371 / 7372 / 7373 / 8243;Minority stake unknown %
