;Deal Number;Completed date;Acquiror name;Target name;Target country code;Target US SIC code(s);Deal type
103.;1907240788;23.06.2017;TENCENT INDUSTRY WIN-WIN FUND;SHENZHEN YEFA NETWORK TECHNOLOGY CO., LTD;CN;7372 / 7374 / 8111;Minority stake unknown %
104.;1907241314;05.08.2016;TENCENT INDUSTRY WIN-WIN FUND;GUANGZHOU WEIYI NETWORK TECHNOLOGY CO., LTD;CN;7372 / 7374;Minority stake unknown %
105.;1907248043;25.10.2017;TENCENT INDUSTRY WIN-WIN FUND;SHANGHAI YOUHUG MEDIA CO., LTD;CN;7812;Minority stake unknown %
106.;1909199031;31.01.2014;TENCENT INDUSTRY WIN-WIN FUND;FUTU SECURITIES INTERNATIONAL (HONG KONG) LTD;HK;6211;Minority stake unknown %
107.;1909262175;21.07.2015;TENCENT INDUSTRY WIN-WIN FUND;BEIJING XINCHE CLOUD INFORMATION TECHNOLOGY CO., LTD;CN;7372 / 7374;Minority stake unknown %
108.;1909263339;07.07.2015;TENCENT INDUSTRY WIN-WIN FUND;HANGZHOU YOULUO SOFTWARE TECHNOLOGY CO., LTD;CN;7372;Minority stake unknown %
109.;1909266634;29.07.2015;TENCENT INDUSTRY WIN-WIN FUND;SHENZHEN WANGLIAN TIANXIA CO., LTD;CN;4899;Minority stake unknown %
110.;1909499548;03.06.2016;TENCENT INDUSTRY WIN-WIN FUND;SIPAI (BEIJING) NETWORK TECHNOLOGY CO., LTD;CN;7371 / 7372 / 7373 / 7374;Minority stake unknown %
111.;1909508531;19.07.2016;TENCENT INDUSTRY WIN-WIN FUND;FUZHOU KAOPU NETWORK CO., LTD;CN;7372 / 7374;Minority stake unknown %
112.;1943012972;08.01.2018;TENCENT INDUSTRY WIN-WIN FUND;SHANGHAI MIAOKE INFORMATION TECHNOLOGY CO., LTD;CN;7372;Minority stake unknown %
113.;1943014155;24.01.2018;TENCENT INDUSTRY WIN-WIN FUND;BEIJING LINGLONG CULTURE DEVELOPMENT CO., LTD;CN;7812;Minority stake unknown %
114.;1943016908;03.02.2018;TENCENT INDUSTRY WIN-WIN FUND;BEIJING CAMELIA TECHNOLOGY CO., LTD;CN;7374;Minority stake unknown %
115.;1943017089;01.02.2018;TENCENT INDUSTRY WIN-WIN FUND;GUANGZHOU TIELINSHE ANIMATION DESIGN CO., LTD;CN;2721;Minority stake unknown %
116.;1943021920;07.03.2018;TENCENT INDUSTRY WIN-WIN FUND;SHANGHAI CANGO INVESTMENT AND MANAGEMENT CONSULTATION SERVICE CO., LTD;CN;8742;Minority stake 19.4%
117.;1943022103;07.03.2018;TENCENT INDUSTRY WIN-WIN FUND;BEIJING QIMENG EDUCATION TECHNOLOGY CO., LTD;CN;7372 / 8299;Minority stake unknown %
118.;1943022134;08.03.2018;TENCENT INDUSTRY WIN-WIN FUND;SHANGHAI XHICHENG SOFTWARE CO., LTD;CN;7374;Minority stake 25%
119.;1943022313;09.03.2018;TENCENT INDUSTRY WIN-WIN FUND;SHANGHAI LEMON FILM MEDIA CO., LTD;CN;7812;Minority stake 10%
120.;1943023113;14.03.2018;TENCENT INDUSTRY WIN-WIN FUND;BEIJING FOX TECHNOLOGY CO., LTD;CN;2721 / 2759 / 8999;Minority stake 25%
121.;1943024213;20.03.2018;TENCENT INDUSTRY WIN-WIN FUND;KORGAS WAJIJIWA ENTERTAINMENT CULTURE CO., LTD;CN;7812 / 7922 / 7941 / 7999;Minority stake unknown %
122.;1943024217;20.03.2018;TENCENT INDUSTRY WIN-WIN FUND;NANJING SONG GE NETWORK TECHNOLOGY CO., LTD;CN;7372;Minority stake unknown %
123.;1943024222;01.10.2009;TENCENT INDUSTRY WIN-WIN FUND;NANJING SONG GE NETWORK TECHNOLOGY CO., LTD;CN;7372;Minority stake unknown %
124.;1943024507;21.03.2018;TENCENT INDUSTRY WIN-WIN FUND;CHENGDU JIANSHI INFORMATION TECHNOLOGY CO., LTD;CN;7372 / 7374;Minority stake unknown %
125.;1943024527;21.03.2018;TENCENT INDUSTRY WIN-WIN FUND;BEIJING YIXIN CULTURAL BROADCASTING CO., LTD;CN;7922 / 7941;Minority stake unknown %
126.;1943026827;04.08.2015;TENCENT INDUSTRY WIN-WIN FUND;BEIJING YUANXIN TECHNOLOGY CO., LTD;CN;7372;Minority stake unknown %
127.;1943027166;02.04.2018;TENCENT INDUSTRY WIN-WIN FUND;CHENGDU AIER PINGFANG CULTURE COMMUNICATION CO., LTD;CN;7819;Minority stake unknown %
128.;1943030556;19.12.2014;TENCENT INDUSTRY WIN-WIN FUND;AIQI QINGKE (BEIJING) INFORMATION TECHNOLOGY CO., LTD;CN;8999;Minority stake unknown %
129.;1943032483;07.05.2018;TENCENT INDUSTRY WIN-WIN FUND;LEJING CULTURE MEDIA (SHANGHAI) CO., LTD;CN;7374;Minority stake 20%
130.;1943033608;14.05.2018;TENCENT INDUSTRY WIN-WIN FUND;BEIJING HUIYING TIANXIA NETWORK TECHNOLOGY CO., LTD;CN;7372;Minority stake unknown %
131.;1943034991;04.05.2018;TENCENT INDUSTRY WIN-WIN FUND;SHANGHAI YIQIU CHENGMING INFORMATION TECHNOLOGY CO., LTD;CN;7372;Minority stake unknown %
132.;1943036566;25.05.2018;TENCENT INDUSTRY WIN-WIN FUND;DUOZHUAYU (BEIJING) TECHNOLOGY CO., LTD;CN;7374;Minority stake unknown %
133.;1943042564;05.07.2018;TENCENT INDUSTRY WIN-WIN FUND;HUIZHAOFANG (BEIJING) NETWORK TECHNOLOGY CO., LTD;CN;7372;Minority stake unknown %
134.;1943056066;01.11.2018;TENCENT INDUSTRY WIN-WIN FUND;HANGZHOU HAOYIKU NETWORK TECHNOLOGY CO., LTD;CN;7371 / 7372;Minority stake unknown %
135.;1943034685;22.11.2016;TENCENT INDUSTRY WIN-WIN FUND;BEIJING PENGUIN FAIRYTALE TECHNOLOGY CO., LTD;CN;7372;Minority stake 49.5%
136.;1943034693;05.07.2017;TENCENT INDUSTRY WIN-WIN FUND;BEIJING PENGUIN FAIRYTALE TECHNOLOGY CO., LTD;CN;7372;Minority stake 10%
