;Deal Number;Completed date;Acquiror name;Target name;Target country code;Target US SIC code(s);Deal type
206.;1601431334;18.12.2012;QUALCOMM VENTURES;NOOM INC.;US;7371 / 7372;Minority stake unknown %
207.;1909416122;15.03.2016;QUALCOMM VENTURES;MANDAE SERVICOS DE CONSULTORIA EM LOGISTICA SA;BR;7372 / 7374;Minority stake unknown %
208.;1907232319;31.07.2015;QUALCOMM VENTURES;CASA2 STAYS PVT LTD;IN;7011 / 7041;Minority stake unknown %
209.;1601174766;06.04.2010;QUALCOMM VENTURES;ARIESO LTD;GB;7371 / 7374;Minority stake unknown %
210.;1907163501;07.07.2016;QUALCOMM VENTURES;APPSDAILY SOLUTIONS PVT LTD;IN;7372;Minority stake unknown %
211.;1601491784;26.06.2013;QUALCOMM VENTURES;ROCKPACK LTD;GB;7371;Minority stake unknown %
212.;1633115836;01.02.2013;QUALCOMM VENTURES;DEXETRA SOFTWARE SOLUTIONS PVT LTD;IN;7372;Minority stake unknown %
213.;1909245628;10.06.2015;QUALCOMM VENTURES;SIMPLITEST SOFTWARE LTDA ME;BR;7371 / 7372;Minority stake unknown %
214.;1601288998;19.06.2011;QUALCOMM VENTURES;LOCAL MERCHANT SERVICES INC.;US;7374;Minority stake unknown %
215.;1601285692;27.04.2011;QUALCOMM VENTURES;VIDDY INC.;US;7371 / 7374;Minority stake unknown %
