;Deal Number;Completed date;Acquiror name;Target name;Target country code;Target US SIC code(s)
1.;1601312701;30.10.2011;COMPUWARE VENTURES;IRULE LLC;US;3669 / 7372
2.;1601452167;04.01.2012;COMPUWARE VENTURES;DEADLINE DETROIT LLC;US;7371 / 7374 / 8999
3.;1601312710;30.10.2011;COMPUWARE VENTURES;GLOCAL.COM;US;8999
4.;1601312714;30.10.2011;COMPUWARE VENTURES;UNNAMED DETROIT-BASED ONLINE MEDIA COMPANY;US;8999
