;Deal Number;Completed date;Acquiror name;Target name;Target country code;Target US SIC code(s)
1.;1601428847;11.12.2012;ALTRIA VENTURES INC.;SHARKLET TECHNOLOGIES LLC;US;2671 / 5961 / 5999
2.;1601372871;24.05.2012;ALTRIA VENTURES INC.;MICREOS BV;NL;2836 / 2879 / 8731
