;Deal Number;Completed date;Acquiror name;Target name;Target country code;Target US SIC code(s)
1.;1909498483;18.10.2016;HYDRA VENTURES BV;PHYSICAL ENTERPRISES INC.;CA;3845
2.;1909053822;24.12.2013;HYDRA VENTURES BV;CRAILAR TECHNOLOGIES INC.;CA;0119 / 2281 / 2282 / 2284
3.;1909271912;27.04.2015;HYDRA VENTURES BV;BUCKETFEET INC.;US;3143 / 3144 / 3149 / 7374
