;Deal Number;Completed date;Acquiror name;Target name;Target country code;Target US SIC code(s);Deal type
26.;158442;22.05.2001;SIEMENS VENTURE CAPITAL GMBH;NETCONTINUUM INC.;US;7371;Minority stake unknown %
27.;215216;19.12.2003;SIEMENS VENTURE CAPITAL GMBH;U-SYSTEMS INC.;US;3841 / 3845;Minority stake unknown %
28.;1941116434;02.08.2018;SIEMENS VENTURE CAPITAL GMBH;RIDEOS INC.;US;7374;Minority stake unknown %
29.;176891;17.04.2001;SIEMENS VENTURE CAPITAL GMBH;SMARTSYNCH INC.;US;3661 / 3825 / 7371 / 7372 / 7373 / 8243;Minority stake unknown %
30.;1941110485;18.07.2018;SIEMENS VENTURE CAPITAL GMBH;SEEQ CORPORATION;US;7372 / 7374;Minority stake unknown %
31.;1909431558;26.04.2016;SIEMENS VENTURE CAPITAL GMBH;TADO GMBH;DE;3823 / 7372;Minority stake unknown %
32.;1909102374;12.05.2014;SIEMENS VENTURE CAPITAL GMBH;CHARGEPOINT INC.;US;5541;Minority stake unknown %
33.;166855;30.06.2003;SIEMENS VENTURE CAPITAL GMBH;SANDBRIDGE TECHNOLOGIES, INC.;US;3663 / 3672 / 3674 / 3675 / 3676 / 3677 / 3678 / 3679;Minority stake unknown %
34.;171482;26.11.2001;SIEMENS VENTURE CAPITAL GMBH;NOVASONICS INC.;US;3841;Minority stake unknown %
35.;497352;24.11.2006;SIEMENS VENTURE CAPITAL GMBH;MONTAVISTA SOFTWARE LLC;US;7371 / 7372 / 7373 / 8243;Minority stake unknown %
36.;496931;06.03.2007;SIEMENS VENTURE CAPITAL GMBH;CYLEX INC.;US;2835 / 3823 / 3841 / 8731;Minority stake unknown %
37.;1909076279;24.07.2014;SIEMENS VENTURE CAPITAL GMBH;COUNTERTACK INC.;US;7374;Minority stake unknown %
38.;1601004257;22.05.2008;SIEMENS VENTURE CAPITAL GMBH;SMARTSYNCH INC.;US;3661 / 3825 / 7371 / 7372 / 7373 / 8243;Minority stake unknown %
39.;322939;01.03.2005;SIEMENS VENTURE CAPITAL GMBH;GENBAND INC.;US;7371 / 7374;Minority stake unknown %
40.;175494;12.03.2002;SIEMENS VENTURE CAPITAL GMBH;DYNAMICSOFT INC.;US;7371 / 7372;Minority stake unknown %
