;Deal Number;Completed date;Acquiror name;Target name;Target country code;Target US SIC code(s);Deal type
63.;1941085028;16.03.2018;M12;KAHOOT! AS;NO;7374;Minority stake unknown %
64.;1941069617;18.04.2018;M12;RAPIDSOS INC.;US;7372;Minority stake unknown %
65.;1909581050;17.05.2017;M12;MAINFRAME2 INC.;US;7374;Minority stake unknown %
66.;43842;22.03.1999;M12;LERNOUT & HAUSPIE SPEECH PRODUCTS NV;BE;7371;Minority stake increased to 7%
67.;1909591745;13.06.2017;M12;COGNITIVE SCALE INC.;US;7371 / 7372;Minority stake unknown %
68.;1909582932;23.05.2017;M12;PANDADOC INC.;US;7372 / 7374;Minority stake unknown %
69.;1941145780;18.10.2018;M12;INCORTA INC.;US;7374;Minority stake unknown %
70.;1941031465;23.01.2018;M12;UNRAVEL DATA SYSTEMS INC.;US;7374;Minority stake unknown %
71.;1909519170;12.12.2016;M12;TACTILE INC.;US;7372 / 7374;Minority stake unknown %
72.;106833;22.01.2002;M12;INTERTAINER INC.;US;6792 / 6794;Capital Increase unknown stake %
73.;1941003755;20.11.2017;M12;PIXVANA INC.;US;7374;Minority stake unknown %
74.;265004;;M12;SICHUAN CHANGHONG ELECTRIC CO., LTD;CN;1711 / 3631 / 3632 / 3651 / 3691 / 3692 / 7374;Capital Increase 0.784%
75.;1941056146;02.05.2017;M12;BONSAI AI INC.;US;7374;Minority stake unknown %
76.;1909556668;15.03.2017;M12;CNEX LABS INC.;US;3674;Minority stake unknown %
77.;1941113499;25.07.2018;M12;LOGINRADIUS INC.;CA;7372 / 7374;Minority stake unknown %
78.;1909203792;25.02.2015;M12;UNIFY SQUARE INC.;US;7372 / 7374;Minority stake unknown %
79.;232891;10.10.2000;M12;INFOLIO INC.;US;3661 / 3669 / 7371;Minority stake unknown %
80.;1909548102;24.02.2017;M12;LAYER INC.;US;7374;Minority stake unknown %
81.;1909484515;12.09.2016;M12;SARCOS CORPORATION;US;3559 / 8731;Minority stake unknown %
82.;1909591964;14.06.2017;M12;WHITE SOURCE SOFTWARE INC.;US;7374;Minority stake unknown %
83.;1907171096;29.08.2016;M12;TESTIN CO., LTD;CN;7374;Minority stake unknown %
84.;1000005617;;M12;BRIGHT OCEANS INTER-TELECOM CORPORATION;CN;7371 / 7372 / 7373 / 7374;Capital Increase unknown minority stake %
85.;107697;09.02.2001;M12;AUDIBLE INC.;US;7372 / 7374;Minority stake increased
86.;1909553539;09.03.2017;M12;PREVEDERE INC.;US;7372 / 7374;Minority stake unknown %
87.;1909447648;07.06.2016;M12;CROWDFLOWER INC.;US;7374;Minority stake unknown %
88.;1941013002;13.12.2017;M12;WORKBOARD INC.;US;7372 / 7374;Minority stake unknown %
89.;1909489407;27.09.2016;M12;AQUA SECURITY SOFTWARE LTD;IL;7372 / 7374;Minority stake unknown %
90.;1909496940;14.10.2016;M12;ZIPWHIP INC.;US;7372 / 7374;Minority stake unknown %
91.;1909600650;29.06.2017;M12;MAKE.TV INC.;US;7374;Minority stake unknown %
92.;1941100720;27.06.2018;M12;CODEFRESH INC.;US;7374;Minority stake unknown %
93.;1941101948;28.06.2018;M12;CEREBRI AI INC.;US;7372 / 7374;Minority stake unknown %
94.;1909168126;28.10.2014;M12;NCRYPTED CLOUD;US;7374;Minority stake
95.;374606;02.09.2005;M12;ZTESOFT TECHNOLOGY CO. LTD;CN;7371 / 7372;Minority stake 10%
96.;1941116813;02.08.2018;M12;HYAS INFOSEC INC.;CA;7371 / 7372;Minority stake unknown %
97.;1909549462;01.03.2017;M12;PICKIT AB;SE;7372 / 7374;Minority stake unknown %
98.;1909113002;11.06.2014;M12;ZULA INC.;IL;7371;Minority stake unknown %
99.;624598;;M12;OKWAVE;JP;7371 / 7372 / 7374;Capital increase 10.522%
100.;1909507005;20.12.2015;M12;SKARA THE BLADE REMAINS LTD;GB;7371 / 7372;Minority stake unknown %
101.;125302;23.07.2002;M12;ADAMS NATIONAL BANK, THE;US;6021 / 6022 / 6029;Capital Increase unknown stake %
102.;1601125079;02.05.2002;M12;RIOPORT INC.;US;2741 / 4899;Minority stake unknown %
103.;1941087790;01.05.2018;M12;TECHNOLOGIES of VOICE INTERFACE LTD;IL;7371 / 7372;Minority stake unknown %
104.;1909068447;04.02.2014;M12;WATCHUP INC.;US;7372;Minority stake unknown %
105.;1909477089;09.05.2013;M12;WSC SPORTS TECHNOLOGIES LTD;IL;7372 / 7374;Minority stake unknown %
106.;1909193670;31.12.2012;M12;MPPAPPS INC.;US;7372 / 7374;Minority stake unknown %
107.;1909629936;07.09.2017;M12;BINDERS MEDIA BVBA;BE;7372 / 7374;Minority stake unknown %
108.;31780;19.09.1997;M12;TRADOS INC.;US;7371 / 7372;Capital Increase 20%
109.;60699;12.01.2000;M12;YAM.COM;TW;4899;Capital Increase 28%
110.;64419;13.07.2000;M12;BLIXER;IT;4813 / 4822;Capital Increase unknown stake %
111.;69652;16.12.1998;M12;QWEST;US;7371;Minority stake 1.3%
112.;70117;30.06.2000;M12;PEACH NETWORKS LTD;IL;7371 / 7373;Minority stake unknown %
113.;94646;23.07.2001;M12;SENDO HOLDINGS PLC;GB;2671 / 2673 / 3081 / 3082 / 3083 / 3084 / 3085 / 3086 / 3088 / 3089 / 3661;Minority stake unknown %
114.;119409;20.05.2002;M12;ESTARTA SOLUTIONS;JO;7371 / 7372;Minority stake unknown %
115.;294618;16.11.2004;M12;VINTELA INC.;US;7371;Capital Increase unknown stake %
116.;343167;10.05.2005;M12;LAPLINK SOFTWARE INC.;US;7371 / 7372;Capital Increase unknown stake %
117.;365192;20.07.2005;M12;FINJAN INC.;US;7371;Minority stake unknown %
118.;449852;;M12;SKINKERS LTD;GB;7371 / 7372;Minority stake unknown %
119.;536608;09.05.2007;M12;CAREERBUILDER LLC;US;7372 / 7374;Minority stake 4%
120.;592682;08.11.2007;M12;BLUE LABEL TELECOMS LTD;ZA;5199 / 6019 / 6099 / 7374;Minority stake 12%
121.;625178;23.01.2008;M12;OXIGEN SERVICES (INDIA) PVT LTD;IN;6019 / 6099 / 7374;Minority stake 35%
122.;1601079764;18.03.2008;M12;ASPECT SOFTWARE INC.;US;7372 / 7374;Capital Increase unknown stake %
123.;1601233606;01.12.2010;M12;TURBOHERCULES SAS;FR;7371 / 7372;Minority stake unknown %
124.;1601374514;09.08.2012;M12;BUDDY PLATFORM INC.;US;7372 / 7374;Minority stake unknown %
125.;1601396566;09.08.2012;M12;PINION TECH LLC;US;7374;Minority stake
126.;1601438006;16.01.2013;M12;LIKEBRIGHT INC.;US;7371 / 7374;Minority stake
127.;1601451053;28.02.2013;M12;SONAR MEDIA INC.;US;7371 / 7372;Minority stake
128.;1907015977;05.11.2013;M12;BOOKPAD TECHSOFT INDIA PVT LTD;IN;7372 / 7374;Minority stake
129.;1907120362;22.09.2015;M12;BEIJING JUXIN LIANGHUA TECHNOLOGY CO., LTD;CN;7372;Minority stake unknown %
130.;1907187487;13.12.2016;M12;BEIJING LAIYE NETWORK TECHNOLOGY CO., LTD;CN;7372 / 7374;Minority stake unknown %
131.;1907226417;22.01.2014;M12;CNERGYIS INFOTECH INDIA PVT LTD;IN;7374;Minority stake unknown %
132.;1909033071;15.10.2013;M12;SKYGIRAFFE LTD;IL;7374;Minority stake
133.;1909042802;18.11.2013;M12;ZULA INC.;IL;7371;Minority stake unknown %
134.;1909043153;18.11.2013;M12;RANKU INC.;US;7374;Minority stake unknown %
135.;1909071976;11.02.2014;M12;ASKEM TLV LTD;IL;7371 / 7374;Minority stake unknown %
136.;1909203388;11.04.2014;M12;INTELLECTUAL VENTURES MANAGEMENT LLC;US;6792 / 6794 / 6799;Capital Increase unknown stake %
137.;1909286394;07.07.2012;M12;BEAGLE INC.;CA;7372 / 7374;Minority stake unknown %
138.;1909330965;09.03.2015;M12;SOCEDO INC.;US;7374;Minority stake unknown %
139.;1909482978;11.08.2014;M12;DABKICK INC.;US;7372;Minority stake unknown %
140.;1909482998;07.09.2014;M12;CRYPTOPHOTO.COM PTY LTD;AU;7372;Minority stake unknown %
141.;1909504587;;M12;FAIRKET TECHNOLOGIES PVT LTD;IN;7374;Minority stake unknown %
142.;1909504590;;M12;TECHCLOVE TECHNOLOGIES PVT LTD;IN;7372 / 7374;Minority stake unknown %
143.;1909519780;12.12.2016;M12;ELEMENT AI INC.;CA;7372 / 7374;Minority stake unknown %
144.;1909523909;18.10.2016;M12;EVE TECH OY;FI;5045;Minority stake unknown %
145.;1909525925;;M12;WORTHWHILE PLC;CA;7373 / 8742;Capital Increase unknown stake %
146.;1909534275;24.01.2017;M12;ILLUSIVE NETWORKS;IL;7371;Minority stake unknown %
147.;1909575901;09.03.2015;M12;AAA TARANIS VISUAL LTD;IL;7372 / 7374;Minority stake unknown %
148.;1909591605;13.06.2017;M12;TRUSONA INC.;US;7374;Minority stake unknown %
149.;1909612096;16.12.2012;M12;AZUQUA INC.;US;7372 / 7374;Minority stake unknown %
150.;1909619261;07.09.2014;M12;SEMPERIS INC.;US;7371 / 7372;Minority stake unknown %
151.;1909649133;22.01.2014;M12;RALLYTEAM INC.;US;7374;Minority stake unknown %
152.;1941015317;22.07.2013;M12;SLIDERULE LABS INC.;US;7374;Minority stake unknown %
153.;1941046502;03.02.2014;M12;CLOUDCOREO INC.;US;7372 / 7374;Minority stake unknown %
154.;1941117653;22.01.2014;M12;SCANALYTICS INC.;US;7374;Minority stake unknown %
155.;66149;27.06.2000;M12;FOXCOM WIRELESS;US;3661;Minority stake 8.7%
156.;266881;04.12.2000;M12;CINEMANOW INC.;US;7374;Minority stake unknown %
